columns,chn_column_names,eng_column_names,table_names
a4min_pct,與歷史最低單月營收比%,,month_sales
a4hfg,創新高/低,,month_sales
a4yfg,創新高/低_近一年,,month_sales
a4mfg,創新高/低_同月比較,,month_sales
sl_month,創 N月新高/低,,month_sales
t8107,近12月累計營收_千元,,month_sales
t8111,去年近12月累計營收_千元,,month_sales
r18,近12月累計營收成長率％,,month_sales
t8133,近 3月累計營收_千元,,month_sales
t8134,去年近 3月累計營收_千元,,month_sales
r25,近3月累計營收成長率％,,month_sales
r26,近3月累計營收與上月比％,,month_sales
r26a,近3月累計營收變動率％,,month_sales
d0025,流通在外股數_千股,,month_sales
d0026,單月每股營收_元,,month_sales
d0027,累計每股營收_元,,month_sales
r19,近12月每股營收_元,,month_sales
r27,近 3月每股營收_元,,month_sales
coid,股票代碼,,bargaing_chips
mdate,日期,,bargaing_chips
mkt,市場別,,bargaing_chips
qfii_buy,外資買進張數,,bargaing_chips
qfii_sell,外資賣出張數,,bargaing_chips
qfii_ex,外資買賣超張數,,bargaing_chips
qfii_bamt,外資買進金額_元,,bargaing_chips
qfii_samt,外資賣出金額_元,,bargaing_chips
qfii_examt,外資買賣超金額_元,,bargaing_chips
qfii_pct,外資持股率,,bargaing_chips
fund_buy,投信買進張數,,bargaing_chips
fund_sell,投信賣出張數,,bargaing_chips
fund_ex,投信買賣超張數,,bargaing_chips
fund_bamt,投信買進金額_元,,bargaing_chips
fund_samt,投信賣出金額_元,,bargaing_chips
fund_examt,投信買賣超金額_元,,bargaing_chips
fd_pct,投信持股率,,bargaing_chips
dlrp_buy,自營商買進張數_自行,,bargaing_chips
dlrp_sell,自營商賣出張數_自行,,bargaing_chips
dlrp_ex,自營買賣超張數_自行,,bargaing_chips
dlrp_bamt,自營商買進金額_自行,,bargaing_chips
dlrp_samt,自營商賣出金額_自行,,bargaing_chips
dlrp_examt,自營買賣超金額_自行,,bargaing_chips
dlrh_buy,自營商買進張數_避險,,bargaing_chips
dlrh_sell,自營商賣出張數_避險,,bargaing_chips
dlrh_ex,自營買賣超張數_避險,,bargaing_chips
dlrh_bamt,自營商買進金額_避險,,bargaing_chips
dlrh_samt,自營商賣出金額_避險,,bargaing_chips
dlrh_examt,自營買賣超金額_避險,,bargaing_chips
dlr_pct,自營商持股率,,bargaing_chips
tot_buy,合計買進張數,,bargaing_chips
tot_sell,合計賣出張數,,bargaing_chips
tot_ex,合計買賣超張數,,bargaing_chips
tot_bamt,合計買進金額_元,,bargaing_chips
tot_samt,合計賣出金額_元,,bargaing_chips
tot_examt,合計買賣超金額_元,,bargaing_chips
buy_l,融資買進,,bargaing_chips
sell_l,融資賣出,,bargaing_chips
long_t,融資餘額,,bargaing_chips
long_ta,融資餘額_元,,bargaing_chips
cash_l,現金償還,,bargaing_chips
limit_l,融資限額,,bargaing_chips
buy_s,融券買進,,bargaing_chips
sell_s,融券賣出,,bargaing_chips
short_t,融券餘額,,bargaing_chips
short_ta,融券餘額_元,,bargaing_chips
pay_s,現券償還,,bargaing_chips
limit_s,融券限額,,bargaing_chips
s_l_pct,資券比,,bargaing_chips
offset_r,資券互抵,,bargaing_chips
offset_a,資券互抵_元,,bargaing_chips
sale_b1,借券賣出,,bargaing_chips
sale_b1a,借券賣出_元,,bargaing_chips
returns,當日還券,,bargaing_chips
borr_t1,借券餘額,,bargaing_chips
borr_t1a,借券餘額_元,,bargaing_chips
limit_b1,借券可使用額度,,bargaing_chips
lmr,融資維持率,,bargaing_chips
smr,融券維持率,,bargaing_chips
tmr,整戶維持率,,bargaing_chips
vol_dt,當沖成交股數_千股,,bargaing_chips
vol_dtp,當沖買賣占比,,bargaing_chips
coid,股票代碼,,share_distribution
mdate,日期,,share_distribution
mkt,市場別,,share_distribution
edate1,集保發布日,,share_distribution
fc_s,集保庫存股數_千股,,share_distribution
pledg_s,設質股數_千股,,share_distribution
edate2,未滿400張集保人數,,share_distribution
shrm_u400,未滿400張集保張數,,share_distribution
shrs_u400,未滿400張集保占比,,share_distribution
shrp_u400,超過400張集保人數,,share_distribution
shrm_o400,超過400張集保張數,,share_distribution
shrs_o400,超過400張集保占比,,share_distribution
shrp_o400,400-600張集保人數,,share_distribution
shrm_4_6,400-600張集保張數,,share_distribution
shrs_4_6,400-600張集保占比,,share_distribution
shrp_4_6,600-800張集保人數,,share_distribution
shrm_6_8,600-800張集保張數,,share_distribution
shrs_6_8,600-800張集保占比,,share_distribution
shrp_6_8,800-1000張集保人數,,share_distribution
shrm_8_10,800-1000張集保張數,,share_distribution
shrs_8_10,800-1000張集保占比,,share_distribution
shrp_8_10,超過1000張集保人數,,share_distribution
shrm_o1000,超過1000張集保張數,,share_distribution
shrs_o1000,超過1000張集保占比,,share_distribution
shrp_o1000,,,share_distribution
coid,股票代碼,,stk_attr
mdate,日期,,stk_attr
mkt,市場別,,stk_attr
mkt_bd,板塊別,,stk_attr
industry_c,產業別_中文,,stk_attr
industry_e,產業別_英文,,stk_attr
atten_fg,是否為注意股票,,stk_attr
disp_fg,是否為處置股票,,stk_attr
mch_prd,分盤間隔時間,,stk_attr
susp_fg,是否暫停交易,,stk_attr
full_fg,是否全額交割,,stk_attr
limit_fg,漲跌停註記,,stk_attr
limo_fg,是否開盤即漲跌停,,stk_attr
sbadt_fg,暫停當沖先賣後買註記,,stk_attr
idx_twn50,是否為臺灣50成分股,,stk_attr
idx_msci,是否為MSCI成分股,,stk_attr
idx_otc50,是否為富櫃50成分股,,stk_attr
idx_otc200,是否為富櫃200成分股,,stk_attr
idx_hdiv,是否為高股息指數成分,,stk_attr
idx_mcap,是否為中型100成分股,,stk_attr
BP11,現金及約當現金,Cash_and_Cash_equivalent,fin_auditor
BP12,存放同業,Deposit_interbank_funds,fin_auditor
BP21,應收帳款,Accounts_Receivable,fin_auditor
BP22,長期應收款,Long_term_Accounts_Receivable,fin_auditor
BP31,存貨,Inventories,fin_auditor
BP41,應付帳款,Accounts_Payable,fin_auditor
BP51,固定資產,Fixed_Assets,fin_auditor
BP52,生物資產,Living_Assets,fin_auditor
BP53,無形資產,Intangible_Assets,fin_auditor
BP54,油氣資產,Oil_and_Gas_Assets,fin_auditor
BP61,預付款,Prepayments,fin_auditor
BP62,其他應收款,Other_Receivables,fin_auditor
BP63,預收款_流動,Advances_Receipts_Current,fin_auditor
BP64,其他應付款,Other_Accounts_Payable,fin_auditor
BP71,待出售非流動資產,Non_current_Assets_Classified_as_Held_for_Sale,fin_auditor
BP72,待出售資產相關負債,Liabilities_Included_in_Disposal_Groups_Classified_as_Held_for_Sale,fin_auditor
BP96,其他營運流動資產,Other_Current_Assets,fin_auditor
BP97,其他營運非流動資產,Other_Non_current_Assets,fin_auditor
BP98,其他營運流動負債,Other_Current_Liabilities,fin_auditor
BP99,其他營運非流動負債,Other_Non_current_Liabilities,fin_auditor
BV11,金融資產流動,Portfolio_of_Assets_Current,fin_auditor
BV12,金融負債流動,Portfolio_of_Liabilities_Current,fin_auditor
BV13,金融資產非流動,Portfolio_of_Assets_Non_current,fin_auditor
BV14,金融負債非流動,Portfolio_of_Liabilities_Non_current,fin_auditor
BV21,策略性投資,Equity_Method_Investment,fin_auditor
BV31,投資性不動產,Property_Investments,fin_auditor
BV41,資金貸與_流動,Financings_Provided_Current,fin_auditor
BV42,資金貸與_非流動,Financings_Provided_Non_current,fin_auditor
BF11,金融借款_流動,Short_term_Borrowings_Financial_Institutions,fin_auditor
BF12,金融借款_非流動,Long_term_Borrowings_Financial_Institutions,fin_auditor
BF21,非金融借款_流動,Short_term_Borrowings_Non_financial_Institutions,fin_auditor
BF22,非金融借款_非流動,Long_term_Borrowings_Non_financial_Institutions,fin_auditor
BF31,或有負債,Contingent_Liabilities,fin_auditor
BF41,普通股股本,Common_Stocks,fin_auditor
BF42,資本公積,Capital_Reserves,fin_auditor
BF43,保留盈餘,Total_Retained_Earnings,fin_auditor
BF44,特別股股本,Preferred_Stocks,fin_auditor
BF45,非控制權益,Non_controlling_Interest,fin_auditor
BF99,其他權益,Total_Other_Equity_Interest,fin_auditor
BSCA,流動資產合計,Total_Current_Assets,fin_auditor
BSNCA,非流動資產合計,Total_Non_current_Assets,fin_auditor
BSTA,資產總計,Total_Assets,fin_auditor
BSCL,流動負債合計,Total_Current_Liabilities,fin_auditor
BSNCL,非流動負債合計,Total_Non_current_Liabilities,fin_auditor
BSTL,負債總額,Total_Liabilities,fin_auditor
BSSE,股東權益總計,Total_Equity,fin_auditor
BSLSE,負債及股東權益總計,Total_Liabilities_and_Equity,fin_auditor
DEBT,長短期借款,Borrowings,fin_auditor
QUICK,速動資產,Quick_Assets,fin_auditor
PPE,生財設備,Total_Fixed_Assets,fin_auditor
AR,長短期應收帳款,Accounts_Receivable_Current_and_Non_Current,fin_auditor
IP11,營業收入,Operating_Income,fin_auditor
IP12,營業總收入,Total_Operating_Income,fin_auditor
IP21,營業成本,Operating_Cost,fin_auditor
IP22,營業總成本,Total_Operating_Cost,fin_auditor
IP31,營業費用,Total_Operating_Expenses,fin_auditor
IP41,處分資產損益,Gain_or_Loss_from_Disposal_of_Assets,fin_auditor
IP42,固定資產減損,Impairment_Loss_Reversal_on_Property_Plant_and_Equipment,fin_auditor
IP43,生物資產減損,Impairment_Loss_Reversal_on_Biological_Assets,fin_auditor
IP44,油氣資產減損,Impairment_Loss_Reversal_on_Oil_and_Gas_Assets,fin_auditor
IP45,無形資產減損,Impairment_Loss_on_Intangible_Assets,fin_auditor
IP51,所得稅,Income_Tax_Expense,fin_auditor
IP99,其他營運損益,Other_Gain_or_Loss,fin_auditor
IP98,其他調整項,Other_Adjustment_Items,fin_auditor
IP97,合併方合併前淨利潤,Gain_Loss_from_Subsidiary's_Profit_before_Consolidated,fin_auditor
IV11,匯兌損益,Gain_or_Loss_from_Exchange,fin_auditor
IV21,評價損益,Gain_or_Loss_on_Valuation_of_Assets,fin_auditor
IV22,定息投資損益,Gain_or_Loss_on_Fixed_Interest_Investments,fin_auditor
IV23,期權損益,Gain_or_Loss_from_Futures_and_Options,fin_auditor
IV24,其他投資損益,Gain_or_Loss_on_other_Investments,fin_auditor
IV31,策略投資權益法損益,Investment_Gain_of_Loss_Equity_Method,fin_auditor
IV32,策略投資處分損益,Gain_or_Loss_on_Disposal_of_Equity_Method_Investments,fin_auditor
IV33,策略投資評價損益,Gain_or_Loss_on_Valuation_of_Equity_MethodInvestments,fin_auditor
IV41,利息收入,Total_Interest_Income,fin_auditor
IF11,利息支出,Interest_Expense,fin_auditor
IF21,資本化利息支出,Capitalized_Interest,fin_auditor
IF31,非控制權益損益,Net_Income_Attributable_to_Non_controlling_Interest,fin_auditor
ISOI,營業利潤,Operating_Profit,fin_auditor
ISIBT,利潤總額,Profit_Before_Tax,fin_auditor
ISNI,淨利潤,Net_Income_Loss,fin_auditor
ISNIP,母公司淨利,Net_Income_Attributable_to_Parent,fin_auditor
EPS,母公司每股盈餘,Basic_Earnings_Per_Share,fin_auditor
ISPSD,特別股股息,Preferred_Stock_Dividends,fin_auditor
GM,毛利,Gross_Profit_Loss_from_Operations,fin_auditor
OPI,營業利益,Net_Operating_Income_Loss,fin_auditor
NRI,非常續性利益,Non_Recurring_Net_Income,fin_auditor
RI,常續性利益,Recurring_Net_Income,fin_auditor
NOPI,非營業利益,Non_Operating_Income,fin_auditor
EBIT,稅前息前淨利,Earnings_Before_Interest_and_Tax,fin_auditor
CP31,處分生財設備,Proceeds_from_Disposal_of_Fixed_and_Intangible_Assets,fin_auditor
CP32,購買生財設備,Purchase_of_Fixed_and_Intangible_Assets,fin_auditor
CISNI,淨利潤_CF,Net_Income_Loss_CF,fin_auditor
CIP21,提列呆帳,Reversal_of_Allowance_for_Doubtful_Debts,fin_auditor
CIP22,存貨跌價呆滯損失,Reversal_of_Allowance_Inventory_Obsolescence,fin_auditor
CIP31,折舊及攤提,Depreciation_and_Amortisation,fin_auditor
CIP41,處分生財設備損益_CF,Gain_or_Loss_from_Disposal_of_Assets_CF,fin_auditor
CIP42,生財設備資產減損_CF,Impairment_Loss_Reversal_on_Property_Plant_and_Equipment_CF,fin_auditor
CBP21,應收帳款增減,Decrease_Increase_in_Accounrs_Receivable,fin_auditor
CBP31,存貨增減,Decrease_Increase_in_Inventories,fin_auditor
CBP41,應付帳款增減,Increase_Decrease_in_Accounts_Payable,fin_auditor
CBP61,預付款增減,Decrease_Increase_in_Prepayments,fin_auditor
CBP62,其他應收款增減,Decrease_Increase_in_Other_Receivables,fin_auditor
CBP63,預收款增減,Increase_Decrease_in_Advances_Receipts,fin_auditor
CBP64,其他應付款增減,Increase_Decrease_in_Other_Accounts_Payable,fin_auditor
CP51,其他營運現金,Other_Adjustment_from_Operating_Activities,fin_auditor
CV11,支付投資現金,Cash_Payment_of_Investment,fin_auditor
CV12,收回投資現金,Proceeds_from_Disposal_of_Investment,fin_auditor
CV21,新增策略性投資,Cash_Flow_from_Acquisition_of_Equity_Method_Investment,fin_auditor
CV22,處分策略性投資,Disposal_of_Equity_Method_Investment,fin_auditor
CV31,資金貸與現金流入,Cash_Inflow_from_Financings_Provided,fin_auditor
CV32,資金貸與現金流出,Cash_Outflow_from_Financings_Provided,fin_auditor
CV41,其他投資現金,Other_Adjustment_from_Investment_Activities,fin_auditor
CF11,借款現金流入,Increase_in_Debt,fin_auditor
CF12,還款現金流出,Debt_Redeemed,fin_auditor
CF21,分配股利或支付利息,Interest_Paid,fin_auditor
CF31,權益現金流入,Proceeds_from_Capital_Increase_Decrease,fin_auditor
CF41,其他融資現金,Other_Adjustment_from_Financing_Activities,fin_auditor
CT11,匯率影響數,Effect_of_Exchange_Rate_Changes_on_Cash_and_Cash_Equivalents,fin_auditor
CT21,其他影響數,Other_Cash_Equivalents_Increase_Decrease,fin_auditor
CSCHG,現金淨增加額,Increase_Decrease_in_Cash_and_Cash_Equivalents,fin_auditor
CSBCH,期初現金及等價物淨額,Cash_and_Cash_Equivalents_Beginning,fin_auditor
CSCFO,營運產生現金流量,Cash_Flow_from_Operating_Activities,fin_auditor
CSCFI,投資產生現金流量,Cash_Flow_from_Investing_Activities,fin_auditor
CSCFF,融資產生現金流量,Cash_Flow_from_Financing_Activities,fin_auditor
CSECH,期末現金及等價物淨額,Cash_and_Cash_Equivalents_Ending,fin_auditor
PERSON,員工人數,Number_of_Employees,fin_auditor
SHARES,期末股數,Common_Stock_Shares_Issued_Thousand_Shares,fin_auditor
WAVG,加權平均股數,Weighted_Average_Outstanding_Shares_Thousand,fin_auditor
TAXRATE,稅率,Taxrate,fin_auditor
R104,常續ROE,Return_Rate_on_Equity_A_percent,fin_auditor
R115,常續ROA,Return_on_Total_Assets_A_percent,fin_auditor
R105,營業毛利率,Gross_Margin_Rate_percent,fin_auditor
R106,營業利益率,Operating_Income_Rate_percent,fin_auditor
R107,稅前淨利率,Pre_Tax_Income_Rate_percent,fin_auditor
R108,稅後淨利率,Net_Income_Rate_percent,fin_auditor
R201,營業費用率,Operating_Expenses_Ratio,fin_auditor
R112,業外收支率,Net_Non_operating_Income_Ratio,fin_auditor
R401,營收成長率,Sales_Growth_Rate,fin_auditor
R402,營業毛利成長率,Gross_Margin_Growth_Rate,fin_auditor
R403,營業利益成長率,Operating_Income_Growth_Rate,fin_auditor
R404,稅前淨利成長率,Pre_Tax_Income_Growth_Rate,fin_auditor
R405,稅後淨利成長率,Net_Income_Growth_Rate,fin_auditor
R408,資產成長率,Total_Assets_Growth_Rate,fin_auditor
R409,淨值成長率,Total_Equity_Growth_Rate,fin_auditor
R410,固定資產成長率,Depreciable_Fixed_Assets_Growth_Rate,fin_auditor
R502,速動比率,Acid_Test,fin_auditor
R501,流動比率,Current_Ratio,fin_auditor
R205,現金流量比率,Cash_Flow_from_Operating_Ratio,fin_auditor
R505,負債比率,Liabilities_Ratio,fin_auditor
R517,利息支出率,Interest_Expense_Rate_percent,fin_auditor
R512,利息保障倍數,Times_Interest_Earned,fin_auditor
R509,借款依存度,Debt/Equity_Ratio,fin_auditor
R608,應收帳款週轉率,Accounts_Receivable_Turnover,fin_auditor
R616,應付帳款週轉率,Accounts_Payable_Turnover,fin_auditor
R610,存貨週轉率,Inventory_Turnover,fin_auditor
R607,總資產週轉率,Total_Assets_Turnover,fin_auditor
R613,淨值週轉率,Equity_Turnover,fin_auditor
R612,固定資產週轉率,Fixed_Asset_Turnover,fin_auditor
R609,期末收帳天數,Days_Receivables_Outstanding,fin_auditor
R614,期末付帳天數,Days_Payables_Outstanding,fin_auditor
R611,期末售貨天數,Days_Inventory_Outstanding,fin_auditor
R615,淨營業週期,Net_Operating_Cycle,fin_auditor
R307,每股淨值,Book_Value_Per_Share_A,fin_auditor
R304,每股營業收入,Sales_Per_Share,fin_auditor
R305,每股營業利益,Operating_Income_Per_Share,fin_auditor
R306,每股稅前淨益,Pre_Tax_Income_Per_Share,fin_auditor
R316,每股稅後淨利,Net_Income_Per_Share,fin_auditor
R834,每人營收,Sales_Per_Employee,fin_auditor
